trail_id|score_id|score|score_date|score_link
89|89|4|12/05/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Quail+Creek+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk0wqNBikeLiQ-FIKSly8AS8khUSdPh8-qiXEeZLJ9-z90y5tgh9P8chc259kwQMAdRQuzWwAAAA&sa=X&ved=2ahUKEwjd6-_es4vfAhVPKKwKHZ03A9oQ6RMwDHoECAcQBA&biw=1440&bih=789
90|90|5|12/06/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Red+Bud+Isle&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk0yNNBikeLiQ-FIKSly8Gsx8QqKzXm47qiXEeXjCxQlrvKLbBO_fSXJ4c3ntER4AjPTsGWwAAAA&sa=X&ved=2ahUKEwjw5Irxs4vfAhVNiqwKHe5fDa8Q6RMwDHoECAgQBA&biw=1440&bih=789
91|91|3|9/22/2018|https://www.google.com/search?q=Reilly+School+Park+Track&rlz=1C5CHFA_enUS761US761&oq=Reilly+School+Park+Track&aqs=chrome..69i57.309j0j9&sourceid=chrome&ie=UTF-8
92|92|4|6/21/2016|https://www.yelp.com/biz/riata-park-austin
93|93|5|12/5/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Roy+G.+Guerrero+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk0zLNBikeLiQ-FIKSly8996zCYnm1Rw-qiXEuTtN_LXGFpc2wTUi7xPN7E4o8wAA9ShjqmwAAAA&sa=X&ved=2ahUKEwi7i-PBtIvfAhUOP6wKHXe8AGsQ6RMwDHoECAYQBA&biw=1440&bih=789
94|94|||
95|95|4|11/22/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Scofield+Farms+Neighborhood+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk8yMNRikeLiQ-FIKSly8N2IVhUSzZI8f1RLibDf91zbtnEub4NfVE94sDG_axgMAWlJfHWwAAAA&sa=X&ved=2ahUKEwj664_btIvfAhUSEqwKHeLaDosQ6RMwDHoECAcQBA&biw=1440&bih=789
96|96|3|12/4/2018|https://www.hikingproject.com/trail/7015532/shoal-creek-trail
97|97|5|11/29/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Spicewood+Valley+Trail&stick=H4sIAAAAAAAAAONgecRYyS3w8sc9YamCSWtOXmPM4uIKzsgvd80rySypFArgYoOyVLgEpXj10_UNDVMqkooKyrNTNBik-LlQhaQUlLh4n2sqCYkK3N56VEuIszZT96S-cXSbYDNbxYtFrDt9lbia9q04xMbCwSjAwAMAS0MuQH4AAAA&sa=X&ved=2ahUKEwiC3eGbtYvfAhUNVa0KHeF8DSwQ6RMwDHoECAcQBA&biw=1440&bih=789
98|98|||
99|99|||
100|100|5|12/4/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Springwoods+Park&stick=H4sIAAAAAAAAAONgecSYzS3w8sc9YamkSWtOXmOM4eIKzsgvd80rySypFPLjYoOylLgEpHj00_UNM5JNC41NDIs1GKT4uFBEpBSUuHhXNKsJiZac2H5US4jz4dc7JSZnXdoE_99wNa9M0UzjAQDijZZWcAAAAA&sa=X&ved=2ahUKEwi1jrq3tYvfAhUH7awKHYI3CQsQ6RMwDHoECAgQBA&biw=1440&bih=789
101|101|5|12/3/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=St.+Edward%27s+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk8xNNBikeLiQ-FIKSly8HU3yQqJSttuOaglxVlvf0_Myjm4TlBX_L5ygH_SDBwAwENrMbAAAAA&sa=X&ved=2ahUKEwjZhJnJtYvfAhUK2qwKHSM3AzgQ6RMwDHoECAYQBA&biw=1440&bih=789
102|102|||
103|103|3|10/12/2018|https://www.alltrails.com/trail/us/texas/stephenson-preserve-trail
104|104|4|11/30/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Stillhouse+Hollow+Nature+Preserve&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk8xzNRikeLiQ-FIKSly8cXZSQqJX8ncd1RLi5F3zjjPrtEuboHb_r_DgB-YxPABHPCnbbAAAAA&sa=X&ved=2ahUKEwje6L74tYvfAhVumK0KHRVpCS0Q6RMwEHoECAkQBA&biw=1440&bih=789
105|105|3|12/1/2018|https://www.google.com/search?q=T.+A.+Brown+School+Park+Track&rlz=1C5CHFA_enUS761US761&oq=T.+A.+Brown+School+Park+Track&aqs=chrome..69i57.208j0j9&sourceid=chrome&ie=UTF-8
106|106|4|12/6/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Tanglewood+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk8zjNRikeLiQ-FIKSly8MU3KQqLzVmw_qiXEaX2fd_3VMy5tgs-X971uvnJekgcACmJmhGwAAAA&sa=X&ved=2ahUKEwiD3OiftovfAhVInq0KHVp8AXAQ6RMwDHoECAYQBA&biw=1440&bih=789
107|107|3|5/23/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Triangle+Commons+Pocket+Park&stick=H4sIAAAAAAAAAONgecSYyS3w8sc9YamESWtOXmOM4uIKzsgvd80rySypFPLhYoOyFLj4pbj10_UNSzJMzZMLizUYpHi5kAWkFJS4eFfFCwqJKkTvP6olxBnPI5mfesqlTTCpKH3iOqa7UjwAWBv4rW4AAAA&sa=X&ved=2ahUKEwid0qOxtovfAhUunq0KHZiOCU0Q6RMwEHoECAYQBA&biw=1440&bih=789
108|108|5|11/30/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Bull+Creek+Greenbelt+Upper&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3KLSuSNRikeLiQ-FIKSly8MrYyQqJPwnYe1RLilIzw3-x_2qVNUKhU6uO0qOP-PACz2ChjbAAAAA&sa=X&ved=2ahUKEwiPgNbCtovfAhULWK0KHS4bAfcQ6RMwEHoECAgQBA&biw=1440&bih=789
109|109|5|12/5/2018|https://www.google.com/search?q=The+Veloway+at+Circle+C+Ranch+Metro+Park&rlz=1C5CHFA_enUS761US761&oq=The+Veloway+at+Circle+C+Ranch+Metro+Park&aqs=chrome..69i57.284j0j9&sourceid=chrome&ie=UTF-8
110|110|4|12/5/2018|https://www.google.com/search?q=Waller+Beach+at+Town+Lake+Metro+Park&rlz=1C5CHFA_enUS761US761&oq=Waller+Beach+at+Town+Lake+Metro+Park&aqs=chrome..69i57.286j0j9&sourceid=chrome&ie=UTF-8
111|111|||
112|112|3|5/7/2010|https://www.yelp.com/biz/walnut-creek-walnut-bluffs-trailhead-austin
113|113|||
114|114|5|12/5/2018|https://www.google.com/search?q=Walnut+Creek+Metropolitan+Park+Intermediate+Trail&rlz=1C5CHFA_enUS761US761&oq=Walnut+Creek+Metropolitan+Park+Intermediate+Trail&aqs=chrome..69i57.412j0j4&sourceid=chrome&ie=UTF-8
115|115|4|12/5/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Walter+E.+Long+Metropolitan+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3KkyyLNRikeLiQ-FIKSly8iw7yCIlukrp0VEuI86GyhJ_CDpc2QWHuzRKrLspt5wEAFvdXDWwAAAA&sa=X&ved=2ahUKEwiqmMi_t4vfAhULlawKHb2wCfgQ6RMwDHoECAYQBA&biw=1440&bih=789
116|116|4|12/5/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Waterloo+Neighborhood+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3KkyzLNRikeLiQ-FIKSly8T9K5hUSTVu87qiXEuXrVKr1FW13aBOsU1BdVPlv0igcA3i6xhWwAAAA&sa=X&ved=2ahUKEwjv8u_Nt4vfAhVGM6wKHeWMCdMQ6RMwDHoECAYQBA&biw=1440&bih=789
117|117|4|11/29/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Westenfield+Neighborhood+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk5KSNBikeLiQ-FIKSly8Ge28QqIpSbuOaglxnnzC4hG71aVN8Lo8Z_bta6oLeADc5xzubAAAAA&sa=X&ved=2ahUKEwi1lezet4vfAhUQiqwKHS90CrgQ6RMwEHoECAcQBA&biw=1440&bih=789
118|118|3|6/3/2017|https://www.yelp.com/biz/west-bouldin-creek-greenbelt-austin
119|119|4|3/12/2018|https://www.google.com/search?q=Williams+School+Park+Track&rlz=1C5CHFA_enUS761US761&oq=Williams+School+Park+Track&aqs=chrome..69i57.271j0j9&sourceid=chrome&ie=UTF-8
120|120|||
121|121|4|11/8/2018|https://www.google.com/search?q=Wooten+Neighborhood+Trail&rlz=1C5CHFA_enUS761US761&oq=Wooten+Neighborhood+Trail&aqs=chrome..69i57.259j0j9&sourceid=chrome&ie=UTF-8
122|122|5|11/11/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Yett+Creek+Neighborhood+Park&stick=H4sIAAAAAAAAAONgecSYzi3w8sc9Yam4SWtOXmOM4OIKzsgvd80rySypFPLiYoOy5Lj4pLj0c_UNTI3Kk5JNNRikeLiQ-FIKSly8WpLKQqIn1PYf1RLivP7omHHQGZc2QfcAx-cfBLIqeAB84DLqbAAAAA&sa=X&ved=2ahUKEwjYhsaTuIvfAhVCUKwKHeheD-8Q6RMwEXoECAcQBA&biw=1440&bih=789
123|123|5|11/9/2018|https://www.google.com/search?rlz=1C5CHFA_enUS761US761&q=Zilker+Nature+Preserve&stick=H4sIAAAAAAAAAONgecSYzS3w8sc9YamkSWtOXmOM4eIKzsgvd80rySypFPLjYoOylLgEpHj00_UNDeMLCkxNktM0GKT4uFBEpBSUuHhNHLiFRB_t2HFUS4jz5rVHE823urQJ3j693ucV40pRHgAm43_tcAAAAA&sa=X&ved=2ahUKEwiM9pijuIvfAhUHLK0KHV5HA1YQ6RMwDHoECAgQBA&biw=1440&bih=789
124|124|4|11/20/2017|https://www.bringfido.com/attraction/3861
